3.794284141567143553e-01 2.374790568776697919e-01
4.226382368497253461e-01 1.910935323085150017e-02
9.681828563611172278e-01 7.209924922287034299e-01
4.697678319890457033e-01 1.124917789694273029e-01
5.042702621683391451e-01 3.036334672748119967e-01
3.152800811555045435e-02 3.375005689372057027e-02
7.412081461184713005e-01 5.676789542262614674e-01
9.817309895743647763e-01 8.693369571614260050e-01
3.107132224645621221e-01 -1.075620813701204104e-01
8.835731267859348037e-02 -2.716265960337646557e-01
3.199191001675738555e-01 -1.115923077040726352e-01
2.226430248140147672e-01 2.474059445520485623e-01
5.490708686215994838e-02 -2.511165290166327835e-01
9.735364239517921847e-01 8.842841553370266450e-01
6.764785918794157249e-01 3.130474909001867978e-01
1.308392941036484736e-01 -2.294594811813743807e-01
7.274270084578517981e-01 6.799576373519957695e-01
7.315974867033833151e-01 6.279461146510441072e-01
3.705238456729539331e-01 1.151204593563932566e-01
9.935878836244582679e-03 1.978159425442822528e-01
